,observation,trial,load,stimulus_type,ended_on,url_code,trial_type,trial_seq,color_offset,color_angle_test,color_angle_deviation,color_angle_abs_deviation,stimulus_seq
1,11271,practice,1,ongoing,response,14432423,practice,1,-141.196926930231,113.700435945952,-20.7004359459521,20.7004359459521,1
2,11271,practice,1,ongoing,response,14432423,practice,1,-104.020122656006,-145.649276196246,1.64927619624655,1.64927619624655,2
3,11271,practice,1,ongoing,response,14432423,practice,1,-106.389528483025,88.227746727906,-16.227746727906,16.227746727906,3
4,11271,practice,1,ongoing,response,14432423,practice,1,21.7885747767479,105.13874209299,-3.13874209299024,3.13874209299024,4
5,11271,practice,1,ongoing,response,14432423,practice,1,-77.4435701811138,-178.356066365673,-2.64393363432748,2.64393363432748,5
6,11271,baseline1,1,ongoing,response,14432423,ongoing,1,55.5029150101753,-74.8329569396624,-1.16704306033762,1.16704306033762,1
7,11271,baseline1,1,ongoing,response,14432423,ongoing,1,148.343475237455,-169.372590715542,18.3725907155417,18.3725907155417,2
8,11271,baseline1,1,ongoing,response,14432423,ongoing,1,151.412252993122,-107.84064844834,5.8406484483404,5.8406484483404,3
9,11271,baseline1,1,ongoing,response,14432423,ongoing,1,22.1145986139752,-65.7854033823777,1.78540338237769,1.78540338237769,4
10,11271,baseline1,1,ongoing,response,14432423,ongoing,1,-58.5429039523813,-73.9231884861327,-0.0768115138672556,0.0768115138672556,5
11,11271,baseline1,1,ongoing,response,14432423,ongoing,1,-98.7686975940454,179.848973834737,-14.8489738347367,14.8489738347367,6
12,11271,baseline1,1,ongoing,response,14432423,ongoing,1,134.575943485049,-71.5832294571994,26.5832294571994,26.5832294571994,7
13,11271,baseline1,1,ongoing,response,14432423,ongoing,1,-76.6908784989317,-92.5796809969968,-3.42031900300321,3.42031900300321,8
14,11271,baseline1,1,ongoing,response,14432423,ongoing,1,65.4566430841855,177.851807181621,-5.85180718162121,5.85180718162121,9
15,11271,baseline1,1,ongoing,response,14432423,ongoing,1,30.8518584044962,-17.2356220446237,9.23562204462371,9.23562204462371,10
16,11271,baseline1,1,ongoing,response,14432423,ongoing,1,88.1535833822957,-59.4278925934489,3.42789259344886,3.42789259344886,11
17,11271,baseline1,1,ongoing,response,14432423,ongoing,1,52.3661232443888,-46.1920034587586,14.1920034587586,14.1920034587586,12
18,11271,baseline1,1,ongoing,response,14432423,ongoing,1,7.4432880565623,142.625369612592,0.374630387408274,0.374630387408274,13
19,11271,baseline1,1,ongoing,response,14432423,ongoing,1,109.918044779436,-91.6952695331739,-17.3047304668262,17.3047304668262,14
20,11271,baseline1,1,ongoing,response,14432423,ongoing,1,-124.980133815205,-107.736580270495,13.7365802704951,13.7365802704951,15
