,observation,trial,load,stimulus_type,ended_on,url_code,trial_type,trial_seq,color_offset,color_angle_test,color_angle_deviation,color_angle_abs_deviation
1,44c59,Practice,5,ongoing,response,607518464,ongoing,1,-1.27440374683303,44.9780253942953,9.02197460570471,9.02197460570471
2,44c59,Practice,5,ongoing,response,607518464,ongoing,2,-170.788158495791,-5.73051132138971,-18.2694886786103,18.2694886786103
3,44c59,Practice,5,ongoing,response,607518464,ongoing,3,88.2115848443989,-103.583064747512,26.5830647475118,26.5830647475118
4,44c59,Practice,5,ongoing,response,607518464,ongoing,4,-11.7995870223905,-144.288155407349,-73.7118445926509,73.7118445926509
5,44c59,Practice,5,ongoing,response,607518464,ongoing,5,-176.245968841273,-162.339091194845,13.3390911948453,13.3390911948453
6,44c59,Base1,5,ongoing,response,607518464,ongoing,1,80.8234076155155,-123.303512025332,99.3035120253321,99.3035120253321
7,44c59,Base1,5,ongoing,response,607518464,ongoing,2,-152.359845720739,96.2894026664326,-12.2894026664326,12.2894026664326
8,44c59,Base1,5,ongoing,response,607518464,ongoing,3,7.23408922802065,100.202770354456,49.7972296455442,49.7972296455442
9,44c59,Base1,5,ongoing,response,607518464,ongoing,4,38.33759727183,-34.6824762600862,-120.317523739914,120.317523739914
10,44c59,Base1,5,ongoing,response,607518464,ongoing,5,167.816745673599,-101.710876529531,149.710876529531,149.710876529531
11,44c59,Base1,5,ongoing,response,607518464,ongoing,1,-94.2238327725285,75.1998899284465,138.800110071553,138.800110071553
12,44c59,Base1,5,ongoing,response,607518464,ongoing,2,149.499375475977,-143.719421991468,-125.280578008532,125.280578008532
13,44c59,Base1,5,ongoing,response,607518464,ongoing,3,-64.8413468045952,106.669259079971,-92.6692590799705,92.6692590799705
14,44c59,Base1,5,ongoing,response,607518464,ongoing,4,155.435330431928,-37.1749676630051,-0.825032336994809,0.825032336994809
15,44c59,Base1,5,ongoing,response,607518464,ongoing,5,-64.9017300220994,-67.2398336580269,-154.760166341973,154.760166341973
16,44c59,Base1,5,ongoing,response,607518464,ongoing,1,47.8305583427797,112.674813549065,17.3251864509351,17.3251864509351
17,44c59,Base1,5,ongoing,response,607518464,ongoing,2,123.397208924457,-21.4471106823482,-118.552889317652,118.552889317652
18,44c59,Base1,5,ongoing,response,607518464,ongoing,3,-78.5636951843373,-137.180346003783,111.180346003783,111.180346003783
19,44c59,Base1,5,ongoing,response,607518464,ongoing,4,17.1105892654112,-77.5400304144072,163.540030414407,163.540030414407
20,44c59,Base1,5,ongoing,response,607518464,ongoing,5,134.55739296435,148.457021525827,-126.457021525827,126.457021525827
21,44c59,Base1,5,ongoing,response,607518464,ongoing,1,-175.750202621951,-150.865243419673,-90.1347565803273,90.1347565803273
22,44c59,Base1,5,ongoing,response,607518464,ongoing,2,-137.960307593308,129.408856268523,91.5911437314769,91.5911437314769
23,44c59,Base1,5,ongoing,response,607518464,ongoing,3,51.1706741169892,-63.5584541449421,-134.441545855058,134.441545855058
24,44c59,Base1,5,ongoing,response,607518464,ongoing,4,50.6755534279608,136.533853548955,-155.533853548955,155.533853548955
25,44c59,Base1,5,ongoing,response,607518464,ongoing,5,-40.058092991722,-31.7856659890456,55.7856659890456,55.7856659890456
26,44c59,Base1,5,ongoing,response,607518464,ongoing,1,144.262481979227,-21.8274445008246,110.827444500825,110.827444500825
27,44c59,Base2,5,ongoing,response,607518464,ongoing,2,167.930468277375,68.9372440133106,-94.9372440133106,94.9372440133106
28,44c59,Base2,5,ongoing,response,607518464,ongoing,3,27.1125286881603,110.650007051838,127.349992948162,127.349992948162
29,44c59,Base2,5,ongoing,response,607518464,ongoing,4,-132.748420919735,-141.50267419829,159.50267419829,159.50267419829
30,44c59,Base2,5,ongoing,response,607518464,ongoing,5,-131.785076048486,-82.3612332041225,-102.638766795877,102.638766795877
31,44c59,Base2,5,ongoing,response,607518464,ongoing,1,12.5284050672445,-86.0933467409348,-99.9066532590652,99.9066532590652
32,44c59,Base2,5,ongoing,response,607518464,ongoing,2,177.48082527731,73.7932444584931,131.206755541507,131.206755541507
33,44c59,Base2,5,ongoing,response,607518464,ongoing,3,169.390003993337,147.540492274792,-109.540492274792,109.540492274792
34,44c59,Base2,5,ongoing,response,607518464,ongoing,4,15.200860268809,17.6605440673017,-36.6605440673017,36.6605440673017
35,44c59,Base2,5,ongoing,response,607518464,ongoing,5,-159.794628580069,77.0862814471316,11.9137185528684,11.9137185528684
36,44c59,Base2,5,ongoing,response,607518464,ongoing,1,-169.625778735721,165.977182622392,42.0228173776085,42.0228173776085
37,44c59,Base2,5,ongoing,response,607518464,ongoing,2,-176.288696140202,-34.510432319383,-179.489567680617,179.489567680617
38,44c59,Base2,5,ongoing,response,607518464,ongoing,3,145.287180259689,151.551309542115,-57.5513095421146,57.5513095421146
39,44c59,Base2,5,ongoing,response,607518464,ongoing,4,-58.273833627959,-76.3450211350888,32.3450211350888,32.3450211350888
40,44c59,Base2,5,ongoing,response,607518464,ongoing,5,1.38206006059971,-116.497405857218,171.497405857218,171.497405857218
41,44c59,Base2,5,ongoing,response,607518464,ongoing,1,-20.8717671538103,-91.0121258856211,-160.987874114379,160.987874114379
42,44c59,Base2,5,ongoing,response,607518464,ongoing,2,-34.5617826414036,86.8766906303681,127.123309369632,127.123309369632
