,observation,trial,load,stimulus_type,ended_on,url_code,trial_type,trial_seq,color_offset,color_angle_test,color_angle_deviation,color_angle_abs_deviation
1,1aa63,Practice,3,ongoing,response,918524446,ongoing,3,88.7050042291658,-157.473434108106,48.473434108106,48.473434108106
2,1aa63,Practice,3,ongoing,response,918524446,ongoing,1,-35.7420558980716,-85.6204529436999,10.6204529436999,10.6204529436999
3,1aa63,Practice,3,ongoing,response,918524446,ongoing,2,-9.5695738092983,117.475689612884,6.52431038711597,6.52431038711597
4,1aa63,Practice,3,ongoing,response,918524446,ongoing,3,16.8631144662487,78.5759733140746,-23.5759733140746,23.5759733140746
5,1aa63,Practice,3,ongoing,response,918524446,ongoing,1,-171.025248720324,62.4152820877364,-10.4152820877364,10.4152820877364
6,1aa63,Practice,3,ongoing,response,918524446,ongoing,2,12.3516501926356,125.444735218082,44.5552647819184,44.5552647819184
7,1aa63,Base1,3,ongoing,response,918524446,ongoing,1,134.976357839934,-126.101517785343,-10.4607822146571,10.4607822146571
8,1aa63,Base1,3,ongoing,response,918524446,ongoing,2,97.3797086270865,169.563772911886,-5.17869291188572,5.17869291188572
9,1aa63,Base1,3,ongoing,response,918524446,ongoing,3,161.623468805878,-60.2959168875029,30.0855968875029,30.0855968875029
10,1aa63,Base1,3,ongoing,response,918524446,ongoing,1,-13.559110716556,-133.070327485609,-7.0521725143908,7.0521725143908
11,1aa63,Base1,3,ongoing,response,918524446,ongoing,2,-5.45083349412101,-18.6041933212595,-18.9540066787406,18.9540066787406
12,1aa63,Base1,3,ongoing,response,918524446,ongoing,3,51.874357122209,38.376617082583,-14.9956170825831,14.9956170825831
13,1aa63,Base1,3,ongoing,response,918524446,ongoing,1,-22.2499353300265,25.0988744608969,-3.34908446089696,3.34908446089696
14,1aa63,Base1,3,ongoing,response,918524446,ongoing,2,-22.9031148563263,-132.739448771973,3.12278877197343,3.12278877197343
15,1aa63,Base1,3,ongoing,response,918524446,ongoing,3,-163.682610145283,-76.1121150358342,3.35540503583422,3.35540503583422
16,1aa63,Base1,3,ongoing,response,918524446,ongoing,1,8.09892352864225,-50.8022565524783,8.60156455247829,8.60156455247829
17,1aa63,Base1,3,ongoing,response,918524446,ongoing,2,68.5134754040689,121.981705198907,48.2427188010935,48.2427188010935
18,1aa63,Base1,3,ongoing,response,918524446,ongoing,3,-143.580661422555,139.763403119555,-15.2462871195553,15.2462871195553
19,1aa63,Base1,3,ongoing,response,918524446,ongoing,1,-62.9521592169471,-10.7455419402455,4.37797194024552,4.37797194024552
