"","observation","trial","load","stimulus_type","ended_on","url_code","trial_type","trial_seq","color_offset","color_angle_test","color_angle_deviation","color_angle_abs_deviation","stimulus_seq"
"1","0d11b","practice",5,"ongoing","response",856623068,"ongoing",1,-100.262959348472,67.6410141677793,-13.6410141677793,13.6410141677793,321
"2","0d11b","practice",5,"ongoing","response",856623068,"ongoing",2,-96.2317218132037,-30.4221207191032,6.42212071910319,6.42212071910319,322
"3","0d11b","practice",5,"ongoing","response",856623068,"ongoing",3,-55.3665118934198,-67.9340238169654,-9.06597618303465,9.06597618303465,323
"4","0d11b","practice",5,"ongoing","response",856623068,"ongoing",4,122.857762019513,153.866125672637,-11.8661256726372,11.8661256726372,324
"5","0d11b","practice",5,"ongoing","response",856623068,"ongoing",5,-160.839037306001,-135.133938614162,-13.8660613858377,13.8660613858377,325
"6","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",1,145.435008281494,-35.6550123291745,11.6550123291745,11.6550123291745,26
"7","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",2,130.703453021282,81.614660092733,2.38533990726705,2.38533990726705,27
"8","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",3,-118.448465340128,158.339899670188,-8.33989967018817,8.33989967018817,28
"9","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",4,123.662749417017,-134.266084527595,-20.7339154724045,20.7339154724045,29
"10","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",5,11.5862684180112,50.0325939181741,-2.03259391817414,2.03259391817414,30
"11","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",1,171.642475380364,-124.985107689566,-21.0148923104335,21.0148923104335,31
"12","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",2,-43.2010123748571,108.819169361033,-17.8191693610328,17.8191693610328,32
"13","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",3,-84.971185191301,-18.4900428317421,32.4900428317421,32.4900428317421,33
"14","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",4,11.4510102791024,-42.8768349290222,4.87683492902215,4.87683492902215,34
"15","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",5,77.7850929337846,122.276657310184,15.7233426898158,15.7233426898158,35
"16","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",1,-66.229000435453,100.624787157016,29.3752128429837,29.3752128429837,36
"17","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",2,-7.12447383365085,-143.13901019957,3.13901019956961,3.13901019956961,37
"18","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",3,72.9685494766458,-55.3167509192157,29.3167509192158,29.3167509192158,38
"19","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",4,-10.8665640168053,107.200883138249,-21.200883138249,21.200883138249,39
"20","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",5,95.3533966523241,-144.848226043552,166.848226043552,166.848226043552,40
"21","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",1,158.030610233411,95.2634933658882,23.7365066341118,23.7365066341118,41
"22","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",2,-143.072847902874,-102.430654747896,-36.5693452521043,36.5693452521043,42
"23","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",3,-43.1898290032878,96.4018067380621,65.5981932619379,65.5981932619379,43
"24","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",4,159.451743070438,-11.2725276061788,-7.72747239382124,7.72747239382124,44
"25","0d11b","baseline1",5,"ongoing","response",856623068,"ongoing",5,120.998192700399,42.4509648336909,-18.4509648336909,18.4509648336909,45
