"","observation","trial","load","stimulus_type","ended_on","url_code","trial_type","trial_seq","color_offset","color_angle_test","color_angle_deviation","color_angle_abs_deviation","stimulus_seq"
"1","18934","practice",3,"ongoing","response",4746,"ongoing",3,-96.0649569037398,-36.1948605644218,-72.8051394355782,72.8051394355782,363
"2","18934","practice",3,"ongoing","response",4746,"ongoing",1,56.6994171384148,120.512185568911,164.487814431089,164.487814431089,364
"3","18934","practice",3,"ongoing","response",4746,"ongoing",2,-109.877895113571,-41.2289730770141,165.228973077014,165.228973077014,365
"4","18934","practice",3,"ongoing","response",4746,"ongoing",3,-152.927505887923,-81.2637095165906,136.263709516591,136.263709516591,366
"5","18934","practice",3,"ongoing","response",4746,"ongoing",1,-34.6478060213719,9.5841066494578,42.4158933505422,42.4158933505422,367
"6","18934","practice",3,"ongoing","response",4746,"ongoing",2,58.7576997527909,112.153829696141,57.8461703038594,57.8461703038594,368
"7","18934","baseline1",3,"ongoing","response",4746,"ongoing",1,28.2044279207358,93.4295418745036,130.008158125496,130.008158125496,1
"8","18934","baseline1",3,"ongoing","response",4746,"ongoing",2,36.7257576362846,102.574830218477,61.8102497815233,61.8102497815233,2
"9","18934","baseline1",3,"ongoing","response",4746,"ongoing",3,-116.563127929818,-57.0786120262182,26.8682920262181,26.8682920262181,3
"10","049c8","practice",3,"ongoing","response",1242,"ongoing",3,101.346144457952,-126.447056552776,17.4470565527763,17.4470565527763,363
"11","049c8","practice",3,"ongoing","response",1242,"ongoing",1,-10.3880800927772,-79.7653195593847,4.76531955938469,4.76531955938469,364
"12","049c8","practice",3,"ongoing","response",1242,"ongoing",2,39.974030955276,118.101822743898,5.89817725610249,5.89817725610249,365
"13","049c8","practice",3,"ongoing","response",1242,"ongoing",3,-93.6156747756693,43.7439062828993,11.2560937171007,11.2560937171007,366
"14","049c8","practice",3,"ongoing","response",1242,"ongoing",1,2.42865755973142,46.9489312158162,5.05106878418383,5.05106878418383,367
"15","049c8","practice",3,"ongoing","response",1242,"ongoing",2,90.6577740298213,149.016822374077,20.983177625923,20.983177625923,368
"16","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,153.655364797345,-130.201207127502,-6.36109287249769,6.36109287249769,1
"17","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,-139.729852963634,174.436805924529,-10.051725924529,10.051725924529,2
"18","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,-54.1349577698581,-82.0887407264368,51.8784207264368,51.8784207264368,3
"19","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,-47.8620954734087,-143.086346500827,2.963846500827,2.963846500827,4
"20","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,84.1034092012517,-53.8908824933612,16.3326824933612,16.3326824933612,5
"21","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,150.459697039845,37.3225227723772,-13.9415227723772,13.9415227723772,6
"22","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,37.37769140844,47.3865684208345,-25.6367784208345,25.6367784208345,7
"23","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,-13.7905382147821,-113.342255698999,-16.2744043010014,16.2744043010014,8
"24","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,88.8046832549874,-63.8468471893402,-8.90986281065977,8.90986281065977,9
"25","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,-17.9364424114118,-64.5463620188981,22.3456700188981,22.3456700188981,10
"26","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,45.1802449115508,132.357307112636,37.8671168873635,37.8671168873635,11
"27","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,10.9521310981183,168.159860692924,-43.642744692924,43.642744692924,12
"28","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,86.2663780100241,51.785764567579,-58.153334567579,58.153334567579,13
"29","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,141.487257479668,-71.2126742217229,-9.94634577827708,9.94634577827708,14
"30","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,59.3263584167606,89.8473080607075,23.3656919392924,23.3656919392924,15
"31","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,82.4826906882459,-5.43584373786007,-2.83571926213995,2.83571926213995,16
"32","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,45.9588138902506,-7.2150439468071,12.4884779468071,12.4884779468071,17
"33","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,-179.463057380985,-179.023362524561,-2.79536847543955,2.79536847543955,18
"34","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,-172.160735732268,-7.53715438707252,6.8320543870725,6.8320543870725,19
"35","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,-0.18849991908499,-54.834999799644,-16.7711002003559,16.7711002003559,20
"36","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,29.6644673848232,41.0980295628403,-11.0965295628404,11.0965295628404,21
"37","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,124.61966404084,-70.549484368936,20.551144368936,20.551144368936,22
"38","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,93.2018920286422,144.410722816676,17.5025571833241,17.5025571833241,23
"39","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,143.236012576236,40.9917818904835,-15.1135118904836,15.1135118904836,24
"40","049c8","baseline1",3,"ongoing","response",1242,"ongoing",1,-40.3607477175654,-120.20521309349,-25.3282369065098,25.3282369065098,25
"41","049c8","baseline1",3,"ongoing","response",1242,"ongoing",2,-101.804695882278,34.8212342693507,-27.4247242693507,27.4247242693507,26
"42","049c8","baseline1",3,"ongoing","response",1242,"ongoing",3,-175.11507169857,-63.059868828916,-30.326501171084,30.326501171084,27
