"","observation","trial","load","stimulus_type","ended_on","url_code","trial_type","trial_seq","color_offset","color_angle_test","color_angle_deviation","color_angle_abs_deviation","stimulus_seq"
"1","05857","practice",5,"ongoing","response",2351,"ongoing",1,-37.202773452825,-85.1020783004199,12.1020783004199,12.1020783004199,321
"2","05857","practice",5,"ongoing","response",2351,"ongoing",2,-40.636274328036,-129.397860825931,0.39786082593082,0.39786082593082,322
"3","05857","practice",5,"ongoing","response",2351,"ongoing",3,-41.3005329878897,-52.5937099510556,-155.406290048944,155.406290048944,323
"4","05857","practice",5,"ongoing","response",2351,"ongoing",4,-114.946802070501,-19.8671040253414,5.8671040253414,5.8671040253414,324
"5","05857","practice",5,"ongoing","response",2351,"ongoing",5,40.582913821598,49.2711088467028,-5.27110884670276,5.27110884670276,325
"6","05857","baseline1",5,"ongoing","response",2351,"ongoing",1,46.4345809818163,-172.958785170996,27.9587851709964,27.9587851709964,26
"7","05857","baseline1",5,"ongoing","response",2351,"ongoing",2,179.796382787758,106.090155020898,-29.0901550208984,29.0901550208984,27
"8","05857","baseline1",5,"ongoing","response",2351,"ongoing",3,104.723679767449,-102.101747711297,-94.8982522887031,94.8982522887031,28
"9","05857","baseline1",5,"ongoing","response",2351,"ongoing",4,0.276391260687177,16.6176826252449,-55.6176826252449,55.6176826252449,29
"10","05857","baseline1",5,"ongoing","response",2351,"ongoing",5,146.03829808682,-101.887379859782,28.8873798597822,28.8873798597822,30
"11","05857","baseline1",5,"ongoing","response",2351,"ongoing",1,136.143609278365,71.0873040855192,-1.08730408551924,1.08730408551924,31
"12","05857","baseline1",5,"ongoing","response",2351,"ongoing",2,-77.5572384692219,-124.42068743465,-2.57931256534982,2.57931256534982,32
"13","05857","baseline1",5,"ongoing","response",2351,"ongoing",3,-63.0354720320826,136.211109801056,-8.21110980105573,8.21110980105573,33
"14","05857","baseline1",5,"ongoing","response",2351,"ongoing",4,-94.8520518199546,-33.8422737409783,11.8422737409783,11.8422737409783,34
"15","05857","baseline1",5,"ongoing","response",2351,"ongoing",5,40.3438295791904,-95.6562393176754,8.6562393176755,8.6562393176755,35
"16","05857","baseline1",5,"ongoing","response",2351,"ongoing",1,73.8616521065148,80.6086006788798,22.3913993211202,22.3913993211202,36
"17","05857","baseline1",5,"ongoing","response",2351,"ongoing",2,-110.188263017464,-155.588570147991,134.588570147991,134.588570147991,37
"18","05857","baseline1",5,"ongoing","response",2351,"ongoing",3,57.80958987077,-28.8631901424142,-113.136809857586,113.136809857586,38
"19","05857","baseline1",5,"ongoing","response",2351,"ongoing",4,-85.9661061570329,103.242782918455,179.757217081545,179.757217081545,39
